ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/MONDO_0100225,collagen 6-related myopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000005,"","","","","","","","","","","","","","",0.6015,collagen 6-related myopathy [0.602] | COLQ [0.585] | COQ7 [0.585],PROMOT mapping: 'COLQ variant' (LLM score: 0.6015) | Candidates: collagen 6-related myopathy [0.602] | COLQ [0.585] | COQ7 [0.585]
http://purl.obolibrary.org/obo/MONDO_0013306,combined oxidative phosphorylation defect type 7,"",http://purl.obolibrary.org/obo/PROMOT_0000006,"","","","","","","","","","","","","","",0.6188,combined oxidative phosphorylation defect type 7 [0.619] | DHTKD1 [0.617] | peroxisome biogenesis disorder 7B [0.615],PROMOT mapping: 'DOK7 variant' (LLM score: 0.6188) | Candidates: combined oxidative phosphorylation defect type 7 [0.619] | DHTKD1 [0.617] | peroxisome biogenesis disorder 7B [0.615]
http://identifiers.org/hgnc/4241,GFPT1,"",http://purl.obolibrary.org/obo/PROMOT_0000007,"","","","","","","","","","","","","","",0.6392,GFPT1 [0.639] | OPA1 [0.619] | dyneinopathy [0.617],PROMOT mapping: 'GFPT1 variant' (LLM score: 0.6392) | Candidates: GFPT1 [0.639] | OPA1 [0.619] | dyneinopathy [0.617]
http://purl.obolibrary.org/obo/MONDO_0700084,myopathy caused by variation in GMPPB,"",http://purl.obolibrary.org/obo/PROMOT_0000008,"","","","","","","","","","","","","","",0.75,myopathy caused by variation in GMPPB [0.75] | GMPPB [0.668] | PSAP-related sphingolipidosis [0.64],PROMOT mapping: 'GMPPB variant' (LLM score: 0.75) | Candidates: myopathy caused by variation in GMPPB [0.75] | GMPPB [0.668] | PSAP-related sphingolipidosis [0.64]
http://purl.obolibrary.org/obo/MONDO_0100150,RYR1-related myopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000009|http://purl.obolibrary.org/obo/PROMOT_0000013,"","","","","","","","","","","","","","",0.6513,RYR1-related myopathy [0.651] | dyneinopathy [0.635] | adult Refsum disease [0.63] || RYR1-related myopathy [0.651] | dyneinopathy [0.596] | RYR1 [0.591],PROMOT mapping: 'RAPSN variant' (LLM score: 0.6513) | Candidates: RYR1-related myopathy [0.651] | dyneinopathy [0.635] | adult Refsum disease [0.63] | PROMOT mapping: 'RYR1 variant' (LLM score: 0.6512) | Candidates: RYR1-related myopathy [0.651] | dyneinopathy [0.596] | RYR1 [0.591]
http://purl.obolibrary.org/obo/MONDO_0014906,"Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;","",http://purl.obolibrary.org/obo/PROMOT_0000010,"","","","","","","","","","","","","","",0.63,"Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b; [0.63] | Charcot-Marie-Tooth disease type 1E [0.602] | congenital myopathy 2a, typical, autosomal dominant [0.601]","PROMOT mapping: 'ACTA1 variant' (LLM score: 0.63) | Candidates: Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b; [0.63] | Charcot-Marie-Tooth disease type 1E [0.602] | congenital myopathy 2a, typical, autosomal dominant [0.601]"
http://purl.obolibrary.org/obo/MONDO_1040031,dyneinopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000011|http://purl.obolibrary.org/obo/PROMOT_0000015,"","","","","","","","","","","","","","",0.6426,"dyneinopathy [0.643] | mitochondrial complex V (ATP synthase) deficiency, nuclear type 2 [0.624] | qualitative or quantitative defects of protein O-mannosyltransferase 1 [0.621] || dyneinopathy [0.627] | TTN-related myopathy [0.611] | autosomal dominant titinopathy [0.578]","PROMOT mapping: 'MTM1 variant' (LLM score: 0.6426) | Candidates: dyneinopathy [0.643] | mitochondrial complex V (ATP synthase) deficiency, nuclear type 2 [0.624] | qualitative or quantitative defects of protein O-mannosyltransferase 1 [0.621] | PROMOT mapping: 'TTN variant' (LLM score: 0.627) | Candidates: dyneinopathy [0.627] | TTN-related myopathy [0.611] | autosomal dominant titinopathy [0.578]"
http://purl.obolibrary.org/obo/MONDO_0100455,neonatal-onset developmental and epileptic encephalopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000012,"","","","","","","","","","","","","","",0.6353,"neonatal-onset developmental and epileptic encephalopathy [0.635] | encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities [0.611] | genetic developmental and epileptic encephalopathy [0.607]","PROMOT mapping: 'NEB variant' (LLM score: 0.6353) | Candidates: neonatal-onset developmental and epileptic encephalopathy [0.635] | encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities [0.611] | genetic developmental and epileptic encephalopathy [0.607]"
http://purl.obolibrary.org/obo/MONDO_0100100,SELENON-related myopathy,"",http://purl.obolibrary.org/obo/PROMOT_0000014,"","","","","","","","","","","","","","",0.5741,SELENON-related myopathy [0.574] | neuromuscular disease caused by qualitative or quantitative defects of selenoprotein N1 [0.546] | dyneinopathy [0.543],PROMOT mapping: 'SELENON variant' (LLM score: 0.5741) | Candidates: SELENON-related myopathy [0.574] | neuromuscular disease caused by qualitative or quantitative defects of selenoprotein N1 [0.546] | dyneinopathy [0.543]
http://identifiers.org/hgnc/8565,PABPN1,"",http://purl.obolibrary.org/obo/PROMOT_0000016,"","","","","","","","","","","","","","",0.6173,PABPN1 [0.617] | PMPCB [0.602] | dyneinopathy [0.59],PROMOT mapping: 'PABPN1 variant' (LLM score: 0.6173) | Candidates: PABPN1 [0.617] | PMPCB [0.602] | dyneinopathy [0.59]
http://purl.obolibrary.org/obo/IAO_0000030,information content entity,"",http://purl.obolibrary.org/obo/PROMOT_0010001|http://purl.obolibrary.org/obo/PROMOT_0010003|http://purl.obolibrary.org/obo/PROMOT_0010004|http://purl.obolibrary.org/obo/PROMOT_0010005|http://purl.obolibrary.org/obo/PROMOT_0010006|http://purl.obolibrary.org/obo/PROMOT_0010007,"","","","","","","","","","","","","","",0.6262,information content entity [0.576] | sequence_attribute [0.57] | material anatomical entity [0.505] || information content entity [0.618] | data entity [0.599] | qualitative or quantitative defects of desmin [0.522] || information content entity [0.622] | duration [0.608] | Intrinsic QRS Duration [0.602] || information content entity [0.609] | quality of a substance [0.584] | intestine [0.565] || information content entity [0.613] | data entity [0.611] | quality [0.582] || information content entity [0.626] | sequence_attribute [0.55] | data entity [0.534],PROMOT mapping: 'age content entity' (LLM score: 0.5756) | Candidates: information content entity [0.576] | sequence_attribute [0.57] | material anatomical entity [0.505] | PROMOT mapping: 'decimal content entity' (LLM score: 0.6175) | Candidates: information content entity [0.618] | data entity [0.599] | qualitative or quantitative defects of desmin [0.522] | PROMOT mapping: 'duration content entity' (LLM score: 0.6222) | Candidates: information content entity [0.622] | duration [0.608] | Intrinsic QRS Duration [0.602] | PROMOT mapping: 'int content entity' (LLM score: 0.6087) | Candidates: information content entity [0.609] | quality of a substance [0.584] | intestine [0.565] | PROMOT mapping: 'token content entity' (LLM score: 0.6129) | Candidates: information content entity [0.613] | data entity [0.611] | quality [0.582] | PROMOT mapping: 'year content entity' (LLM score: 0.6262) | Candidates: information content entity [0.626] | sequence_attribute [0.55] | data entity [0.534]
http://purl.obolibrary.org/obo/MONDO_0021127,has a syndromic presentation,"",http://purl.obolibrary.org/obo/PROMOT_0010009,"","","","","","","","","","","","","","",0.5139,has a syndromic presentation [0.514] | has an isolated presentation [0.509] | data entity [0.508],PROMOT mapping: 'statement about a human' (LLM score: 0.5139) | Candidates: has a syndromic presentation [0.514] | has an isolated presentation [0.509] | data entity [0.508]
http://purl.obolibrary.org/obo/UPHENO_0001001,phenotype,"",http://purl.obolibrary.org/obo/PROMOT_0010010|http://purl.obolibrary.org/obo/PROMOT_0032003|http://purl.obolibrary.org/obo/PROMOT_0032005,"","","","","","","","","","","","","","",0.7789,phenotype [0.779] | Clinical modifier [0.59] | Abnormal cellular phenotype [0.572] || phenotype [0.616] | Abnormal cellular phenotype [0.568] | Phenotypic abnormality [0.505] || phenotype [0.662] | Abnormal cellular phenotype [0.605] | non-connected functional system [0.543],PROMOT mapping: 'statement about a phenotype' (LLM score: 0.7789) | Candidates: phenotype [0.779] | Clinical modifier [0.59] | Abnormal cellular phenotype [0.572] | PROMOT mapping: 'Activity related phenotype' (LLM score: 0.6162) | Candidates: phenotype [0.616] | Abnormal cellular phenotype [0.568] | Phenotypic abnormality [0.505] | PROMOT mapping: 'Body function related phenotype' (LLM score: 0.662) | Candidates: phenotype [0.662] | Abnormal cellular phenotype [0.605] | non-connected functional system [0.543]
http://purl.obolibrary.org/obo/MONDO_0100426,iatrogenic,"",http://purl.obolibrary.org/obo/PROMOT_0010013,"","","","","","","","","","","","","","",0.4647,iatrogenic [0.465] | optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome [0.451] | Young adult onset [0.449],PROMOT mapping: 'Year of assessment' (LLM score: 0.4647) | Candidates: iatrogenic [0.465] | optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome [0.451] | Young adult onset [0.449]
http://purl.obolibrary.org/obo/MONDO_0020297,Noonan syndrome and Noonan-related syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0010014,"","","","","","","","","","","","","","",0.4794,Noonan syndrome and Noonan-related syndrome [0.479] | replicon [0.459] | YARS1 [0.455],PROMOT mapping: 'Year of resolution' (LLM score: 0.4794) | Candidates: Noonan syndrome and Noonan-related syndrome [0.479] | replicon [0.459] | YARS1 [0.455]
http://purl.obolibrary.org/obo/HP_0011462,Young adult onset,"",http://purl.obolibrary.org/obo/PROMOT_0010015|http://purl.obolibrary.org/obo/PROMOT_0010016|http://purl.obolibrary.org/obo/PROMOT_0010018|http://purl.obolibrary.org/obo/PROMOT_0010019|http://purl.obolibrary.org/obo/PROMOT_0010021|http://purl.obolibrary.org/obo/PROMOT_0010022|http://purl.obolibrary.org/obo/PROMOT_0010029|http://purl.obolibrary.org/obo/PROMOT_0010030|http://purl.obolibrary.org/obo/PROMOT_0010032|http://purl.obolibrary.org/obo/PROMOT_0010033,"","","","","","","","","","","","","","",0.6288,"Young adult onset [0.609] | adult lymphoma [0.556] | Adult onset [0.522] || Young adult onset [0.601] | Late onset [0.578] | precocious puberty [0.533] || Young adult onset [0.613] | adult lymphoma [0.5] | autoinflammatory syndrome of childhood [0.488] || Young adult onset [0.629] | precocious puberty [0.59] | Late onset [0.526] || Young adult onset [0.603] | Late onset [0.58] | precocious puberty [0.57] || Young adult onset [0.463] | transitional anatomical structure [0.42] | Pediatric onset [0.413] || Young adult onset [0.546] | neonatal epilepsy syndrome [0.479] | encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities [0.475] || Young adult onset [0.562] | Pediatric onset [0.561] | autoinflammatory syndrome of childhood [0.515] || Young adult onset [0.561] | autoinflammatory syndrome of childhood [0.535] | Pediatric onset [0.511] || Young adult onset [0.6] | amyotrophic lateral sclerosis 27, juvenile [0.505] | Juvenile onset [0.503]","PROMOT mapping: 'Adulthood' (LLM score: 0.6085) | Candidates: Young adult onset [0.609] | adult lymphoma [0.556] | Adult onset [0.522] | PROMOT mapping: 'Late adulthood' (LLM score: 0.6014) | Candidates: Young adult onset [0.601] | Late onset [0.578] | precocious puberty [0.533] | PROMOT mapping: 'Young adulthood' (LLM score: 0.6132) | Candidates: Young adult onset [0.613] | adult lymphoma [0.5] | autoinflammatory syndrome of childhood [0.488] | PROMOT mapping: 'Early young adulthood' (LLM score: 0.6288) | Candidates: Young adult onset [0.629] | precocious puberty [0.59] | Late onset [0.526] | PROMOT mapping: 'Late young adulthood' (LLM score: 0.6031) | Candidates: Young adult onset [0.603] | Late onset [0.58] | precocious puberty [0.57] | PROMOT mapping: 'Antenatal age' (LLM score: 0.4626) | Candidates: Young adult onset [0.463] | transitional anatomical structure [0.42] | Pediatric onset [0.413] | PROMOT mapping: 'Neonatal age' (LLM score: 0.5457) | Candidates: Young adult onset [0.546] | neonatal epilepsy syndrome [0.479] | encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities [0.475] | PROMOT mapping: 'Pediatric age' (LLM score: 0.5615) | Candidates: Young adult onset [0.562] | Pediatric onset [0.561] | autoinflammatory syndrome of childhood [0.515] | PROMOT mapping: 'Infantile age' (LLM score: 0.5613) | Candidates: Young adult onset [0.561] | autoinflammatory syndrome of childhood [0.535] | Pediatric onset [0.511] | PROMOT mapping: 'Juvenile age' (LLM score: 0.5996) | Candidates: Young adult onset [0.6] | amyotrophic lateral sclerosis 27, juvenile [0.505] | Juvenile onset [0.503]"
http://purl.obolibrary.org/obo/HP_0003596,Middle age onset,"",http://purl.obolibrary.org/obo/PROMOT_0010017,"","","","","","","","","","","","","","",0.5462,Middle age onset [0.546] | Young adult onset [0.545] | fully formed stage [0.489],PROMOT mapping: 'Middle adulthood' (LLM score: 0.5462) | Candidates: Middle age onset [0.546] | Young adult onset [0.545] | fully formed stage [0.489]
http://purl.obolibrary.org/obo/UBERON_0003064,intermediate mesoderm,"",http://purl.obolibrary.org/obo/PROMOT_0010020,"","","","","","","","","","","","","","",0.5151,intermediate mesoderm [0.515] | Young adult onset [0.498] | intermediate nemaline myopathy [0.49],PROMOT mapping: 'Intermediate young adulthood' (LLM score: 0.5151) | Candidates: intermediate mesoderm [0.515] | Young adult onset [0.498] | intermediate nemaline myopathy [0.49]
http://purl.obolibrary.org/obo/UBERON_0000068,embryo stage,"",http://purl.obolibrary.org/obo/PROMOT_0010023|http://purl.obolibrary.org/obo/PROMOT_0010026|http://purl.obolibrary.org/obo/PROMOT_0010027,"","","","","","","","","","","","","","",0.7058,embryo stage [0.706] | embryonic structure [0.692] | embryo [0.663] || embryo stage [0.491] | fully formed stage [0.467] | disseminated [0.466] || embryo stage [0.441] | gastrula stage [0.434] | triceps brachii [0.433],PROMOT mapping: 'Embryonal' (LLM score: 0.7058) | Candidates: embryo stage [0.706] | embryonic structure [0.692] | embryo [0.663] | PROMOT mapping: 'Second trimester' (LLM score: 0.4913) | Candidates: embryo stage [0.491] | fully formed stage [0.467] | disseminated [0.466] | PROMOT mapping: 'Third trimester' (LLM score: 0.4412) | Candidates: embryo stage [0.441] | gastrula stage [0.434] | triceps brachii [0.433]
http://purl.obolibrary.org/obo/UBERON_0000922,embryo,"",http://purl.obolibrary.org/obo/PROMOT_0010024,"","","","","","","","","","","","","","",0.5315,embryo [0.532] | embryonic uterus [0.527] | PHOX2A [0.527],PROMOT mapping: 'Fetal' (LLM score: 0.5315) | Candidates: embryo [0.532] | embryonic uterus [0.527] | PHOX2A [0.527]
http://purl.obolibrary.org/obo/HP_0003584,Late onset,"",http://purl.obolibrary.org/obo/PROMOT_0010025,"","","","","","","","","","","","","","",0.4901,Late onset [0.49] | cleavage stage [0.45] | blastula stage [0.446],PROMOT mapping: 'Late first trimester' (LLM score: 0.4901) | Candidates: Late onset [0.49] | cleavage stage [0.45] | blastula stage [0.446]
http://purl.obolibrary.org/obo/MONDO_0957018,autoinflammatory syndrome of childhood,"",http://purl.obolibrary.org/obo/PROMOT_0010031,"","","","","","","","","","","","","","",0.5989,autoinflammatory syndrome of childhood [0.599] | pediatric lymphoma [0.598] | Childhood onset [0.561],PROMOT mapping: 'Childhood' (LLM score: 0.5989) | Candidates: autoinflammatory syndrome of childhood [0.599] | pediatric lymphoma [0.598] | Childhood onset [0.561]
http://purl.obolibrary.org/obo/MONDO_0000088,precocious puberty,"",http://purl.obolibrary.org/obo/PROMOT_0010034|http://purl.obolibrary.org/obo/PROMOT_0010036,"","","","","","","","","","","","","","",0.4745,precocious puberty [0.475] | death stage [0.469] | Young adult onset [0.456] || precocious puberty [0.445] | premature aging syndrome [0.414] | PPOX [0.409],PROMOT mapping: 'Perimenopausal age' (LLM score: 0.4745) | Candidates: precocious puberty [0.475] | death stage [0.469] | Young adult onset [0.456] | PROMOT mapping: 'Puerpural age' (LLM score: 0.4448) | Candidates: precocious puberty [0.445] | premature aging syndrome [0.414] | PPOX [0.409]
http://purl.obolibrary.org/obo/UBERON_0000071,death stage,"",http://purl.obolibrary.org/obo/PROMOT_0010035,"","","","","","","","","","","","","","",0.4871,death stage [0.487] | Young adult onset [0.456] | precocious puberty [0.437],PROMOT mapping: 'Postmenopausal age' (LLM score: 0.4871) | Candidates: death stage [0.487] | Young adult onset [0.456] | precocious puberty [0.437]
http://purl.obolibrary.org/obo/MONDO_0021141,acquired,"",http://purl.obolibrary.org/obo/PROMOT_0010037|http://purl.obolibrary.org/obo/PROMOT_0010038|http://purl.obolibrary.org/obo/PROMOT_0010039|http://purl.obolibrary.org/obo/PROMOT_0010040,"","","","","","","","","","","","","","",0.5785,acquired [0.501] | Ambiguous genitalia [0.484] | idiopathic [0.473] || acquired [0.532] | Ambiguous genitalia [0.48] | external genitalia [0.436] || acquired [0.568] | Mode of inheritance [0.473] | indifferent gonad [0.467] || acquired [0.579] | X-linked intellectual disability [0.494] | Mode of inheritance [0.492],PROMOT mapping: 'Patient sex at birth unknown' (LLM score: 0.5005) | Candidates: acquired [0.501] | Ambiguous genitalia [0.484] | idiopathic [0.473] | PROMOT mapping: 'Sex at birth not recorded' (LLM score: 0.532) | Candidates: acquired [0.532] | Ambiguous genitalia [0.48] | external genitalia [0.436] | PROMOT mapping: 'Gender identity unknown' (LLM score: 0.5683) | Candidates: acquired [0.568] | Mode of inheritance [0.473] | indifferent gonad [0.467] | PROMOT mapping: 'Gender identity not recorded' (LLM score: 0.5785) | Candidates: acquired [0.579] | X-linked intellectual disability [0.494] | Mode of inheritance [0.492]
http://purl.obolibrary.org/obo/UBERON_0003063,prechordal plate,"",http://purl.obolibrary.org/obo/PROMOT_0010042,"","","","","","","","","","","","","","",0.5144,prechordal plate [0.514] | endoderm-derived structure [0.509] | disseminated [0.501],PROMOT mapping: 'Pending' (LLM score: 0.5144) | Candidates: prechordal plate [0.514] | endoderm-derived structure [0.509] | disseminated [0.501]
http://purl.obolibrary.org/obo/PATO_0010001,disconnected,"",http://purl.obolibrary.org/obo/PROMOT_0010045,"","","","","","","","","","","","","","",0.4806,disconnected [0.481] | replicon [0.477] | X-linked recessive disease [0.467],PROMOT mapping: 'Rejected' (LLM score: 0.4806) | Candidates: disconnected [0.481] | replicon [0.477] | X-linked recessive disease [0.467]
http://purl.obolibrary.org/obo/HP_0001254,Lethargy,"",http://purl.obolibrary.org/obo/PROMOT_0010046|http://purl.obolibrary.org/obo/PROMOT_0010051,"","","","","","","","","","","","","","",0.5115,Lethargy [0.512] | Inability to walk [0.496] | non-connected functional system [0.493] || Lethargy [0.474] | Infertility [0.47] | Limited shoulder abduction [0.456],PROMOT mapping: 'Inactive' (LLM score: 0.5115) | Candidates: Lethargy [0.512] | Inability to walk [0.496] | non-connected functional system [0.493] | PROMOT mapping: 'Unrecorded handedness' (LLM score: 0.4736) | Candidates: Lethargy [0.474] | Infertility [0.47] | Limited shoulder abduction [0.456]
http://purl.obolibrary.org/obo/MONDO_0100062,genetic developmental and epileptic encephalopathy,"",http://purl.obolibrary.org/obo/PROMOT_0010047,"","","","","","","","","","","","","","",0.5266,genetic developmental and epileptic encephalopathy [0.527] | undetermined early-onset epileptic encephalopathy [0.525] | replicon [0.521],PROMOT mapping: 'Entered in Error' (LLM score: 0.5266) | Candidates: genetic developmental and epileptic encephalopathy [0.527] | undetermined early-onset epileptic encephalopathy [0.525] | replicon [0.521]
http://purl.obolibrary.org/obo/UBERON_0011585,cell condensation,"",http://purl.obolibrary.org/obo/PROMOT_0010049,"","","","","","","","","","","","","","",0.4613,cell condensation [0.461] | Clinical or Research Assessment Questionnaire [0.461] | contractile [0.448],PROMOT mapping: 'Agreement to be contacted for research purpose' (LLM score: 0.4613) | Candidates: cell condensation [0.461] | Clinical or Research Assessment Questionnaire [0.461] | contractile [0.448]
http://purl.obolibrary.org/obo/HP_0000118,Phenotypic abnormality,"",http://purl.obolibrary.org/obo/PROMOT_0020001|http://purl.obolibrary.org/obo/PROMOT_0020002|http://purl.obolibrary.org/obo/PROMOT_0100003,http://purl.obolibrary.org/obo/HP_0000118,Phenotypic abnormality,http://purl.obolibrary.org/obo/HP_0000118,Phenotypic abnormality,"","","","","","","","","","",0.7276,Phenotypic abnormality [0.64] | phenotype [0.612] | anatomical entity [0.606] || Phenotypic abnormality [0.728] | Clinical modifier [0.685] | anatomical entity [0.63] || Phenotypic abnormality [0.595] | phenotype [0.557] | Clinical modifier [0.555],PROMOT mapping: 'Phenotypically related body structure' (LLM score: 0.6395) | Candidates: Phenotypic abnormality [0.64] | phenotype [0.612] | anatomical entity [0.606] | PROMOT mapping: 'Phenotypically related anatomical entity' (LLM score: 0.7276) | Candidates: Phenotypic abnormality [0.728] | Clinical modifier [0.685] | anatomical entity [0.63] | PROMOT mapping: 'Phenotypically related procedure' (LLM score: 0.595) | Candidates: Phenotypic abnormality [0.595] | phenotype [0.557] | Clinical modifier [0.555]
http://purl.obolibrary.org/obo/MONDO_0700004,idiopathic vs non-idiopathic,"",http://purl.obolibrary.org/obo/PROMOT_0031001,"","","","","","","","","","","","","","",0.5351,idiopathic vs non-idiopathic [0.535] | idiopathic [0.522] | Transient [0.492],PROMOT mapping: 'unkown vital status' (LLM score: 0.5351) | Candidates: idiopathic vs non-idiopathic [0.535] | idiopathic [0.522] | Transient [0.492]
http://purl.obolibrary.org/obo/PATO_0001548,quality of a liquid,"",http://purl.obolibrary.org/obo/PROMOT_0031002,"","","","","","","","","","","","","","",0.5112,quality of a liquid [0.511] | idiopathic vs non-idiopathic [0.509] | Transient [0.487],PROMOT mapping: 'unrecorded vital status' (LLM score: 0.5112) | Candidates: quality of a liquid [0.511] | idiopathic vs non-idiopathic [0.509] | Transient [0.487]
http://purl.obolibrary.org/obo/PATO_0000001,quality,"",http://purl.obolibrary.org/obo/PROMOT_0031007,"","","","","","","","","","","","","","",0.5839,quality [0.584] | physical quality [0.562] | has a syndromic presentation [0.552],PROMOT mapping: 'presence qualifier' (LLM score: 0.5839) | Candidates: quality [0.584] | physical quality [0.562] | has a syndromic presentation [0.552]
http://purl.obolibrary.org/obo/PATO_0001018,physical quality,"",http://purl.obolibrary.org/obo/PROMOT_0032002|http://purl.obolibrary.org/obo/PROMOT_0100001|http://purl.obolibrary.org/obo/PROMOT_0100002|http://purl.obolibrary.org/obo/PROMOT_0110001|http://purl.obolibrary.org/obo/PROMOT_0120002,"","","","",http://id.who.int/icd/entity/567313968,Body functions,http://purl.obolibrary.org/obo/PROMOT_0110001,Activity,"","",http://purl.obolibrary.org/obo/PROMOT_0110001,Activity,"","",0.6433,physical quality [0.643] | non-connected functional system [0.59] | anatomical entity [0.569] || physical quality [0.54] | iatrogenic [0.524] | Autistic behavior [0.523] || physical quality [0.615] | non-connected functional system [0.567] | Body Organ or System Test [0.567] || physical quality [0.503] | Lethargy [0.485] | DM1-Activ-c Scale [0.461] || physical quality [0.489] | endochondral element [0.466] | quality [0.445],PROMOT mapping: 'Activity related body function' (LLM score: 0.6433) | Candidates: physical quality [0.643] | non-connected functional system [0.59] | anatomical entity [0.569] | PROMOT mapping: 'Activity related procedure' (LLM score: 0.5399) | Candidates: physical quality [0.54] | iatrogenic [0.524] | Autistic behavior [0.523] | PROMOT mapping: 'Body function related procedure' (LLM score: 0.6153) | Candidates: physical quality [0.615] | non-connected functional system [0.567] | Body Organ or System Test [0.567] | PROMOT mapping: 'Activity' (LLM score: 0.503) | Candidates: physical quality [0.503] | Lethargy [0.485] | DM1-Activ-c Scale [0.461] | PROMOT mapping: 'Participation' (LLM score: 0.4885) | Candidates: physical quality [0.489] | endochondral element [0.466] | quality [0.445]
http://purl.obolibrary.org/obo/MONDO_0000660,akinetopsia,"",http://purl.obolibrary.org/obo/PROMOT_0032004,"","","","","","","","","","","","","","",0.5249,akinetopsia [0.525] | Loss of voice [0.488] | Abdominal pain [0.486],PROMOT mapping: 'Anhedonia while eating' (LLM score: 0.5249) | Candidates: akinetopsia [0.525] | Loss of voice [0.488] | Abdominal pain [0.486]
http://purl.obolibrary.org/obo/UBERON_0006314,bodily fluid,"",http://purl.obolibrary.org/obo/PROMOT_0032007|http://purl.obolibrary.org/obo/PROMOT_0032010,"","","","","","","","","","","","","","",0.4872,bodily fluid [0.48] | Edema [0.46] | Constipation [0.452] || bodily fluid [0.487] | quality of a liquid [0.461] | Constipation [0.425],PROMOT mapping: 'Choking on liquids' (LLM score: 0.4797) | Candidates: bodily fluid [0.48] | Edema [0.46] | Constipation [0.452] | PROMOT mapping: 'Coughing on liquids' (LLM score: 0.4872) | Candidates: bodily fluid [0.487] | quality of a liquid [0.461] | Constipation [0.425]
http://purl.obolibrary.org/obo/HP_0002019,Constipation,"",http://purl.obolibrary.org/obo/PROMOT_0032008|http://purl.obolibrary.org/obo/PROMOT_0032011,"","","","","","","","","","","","","","",0.4727,Constipation [0.473] | endolymphatic hydrops [0.454] | Wheezing [0.442] || Constipation [0.451] | saccular [0.444] | liver bud [0.427],PROMOT mapping: 'Choking on saliva' (LLM score: 0.4727) | Candidates: Constipation [0.473] | endolymphatic hydrops [0.454] | Wheezing [0.442] | PROMOT mapping: 'Coughing on saliva' (LLM score: 0.4507) | Candidates: Constipation [0.451] | saccular [0.444] | liver bud [0.427]
http://purl.obolibrary.org/obo/UBERON_0008836,liver bud,"",http://purl.obolibrary.org/obo/PROMOT_0032009,"","","","","","","","","","","","","","",0.4263,liver bud [0.426] | larynx [0.418] | Vomiting [0.401],PROMOT mapping: 'Coughing on foods' (LLM score: 0.4263) | Candidates: liver bud [0.426] | larynx [0.418] | Vomiting [0.401]
http://purl.obolibrary.org/obo/HP_0034052,Impaired toe-walking ability,"",http://purl.obolibrary.org/obo/PROMOT_0032012,"","","","","","","","","","","","","","",0.5871,Impaired toe-walking ability [0.587] | Impaired heel-walking ability [0.586] | Gait disturbance [0.521],PROMOT mapping: 'Decreased walking speed' (LLM score: 0.5871) | Candidates: Impaired toe-walking ability [0.587] | Impaired heel-walking ability [0.586] | Gait disturbance [0.521]
http://purl.obolibrary.org/obo/HP_0004360,Abnormality of acid-base homeostasis,"",http://purl.obolibrary.org/obo/PROMOT_0032013,"","","","","","","","","","","","","","",0.5346,Abnormality of acid-base homeostasis [0.535] | Abnormal homeostasis [0.503] | non-classic presentation [0.483],PROMOT mapping: 'Difficulty changing basic position' (LLM score: 0.5346) | Candidates: Abnormality of acid-base homeostasis [0.535] | Abnormal homeostasis [0.503] | non-classic presentation [0.483]
http://purl.obolibrary.org/obo/HP_0100022,Abnormality of movement,"",http://purl.obolibrary.org/obo/PROMOT_0032015,"","","","","","","","","","","","","","",0.5824,Abnormality of movement [0.582] | Abnormal muscle physiology [0.568] | Cardiomyopathy [0.564],PROMOT mapping: 'Double compound motor action potential abnormality' (LLM score: 0.5824) | Candidates: Abnormality of movement [0.582] | Abnormal muscle physiology [0.568] | Cardiomyopathy [0.564]
http://purl.obolibrary.org/obo/MONDO_0000728,ptosis,"",http://purl.obolibrary.org/obo/PROMOT_0032018,"","","","","","","","","","","","","","",0.6244,ptosis [0.624] | opacity [0.603] | congenital ptosis [0.576],PROMOT mapping: 'Fatigable ptosis' (LLM score: 0.6244) | Candidates: ptosis [0.624] | opacity [0.603] | congenital ptosis [0.576]
